id,city,street,number,building,block,km,estate,additional,phone
SDEK_KACH3,Качканар,улица Гикалова,7Б,,,,,"
 Адрес от СДЭКА: ул. Гикалова, 7Б
 Инструкция от СДЭКА: Белая Горка",+7(800)7753553
SDEK_YARS34,Ярославль,проспект Машиностроителей,30/18,,,,,"
 Адрес от СДЭКА: ул. Машиностроителей, 30/18
 Инструкция от СДЭКА: ул. Папанина",+7(800)7753553
SDEK_TUR2,Туринск,улица Спорта,34,,,,,"
 Адрес от СДЭКА: ул. Спорта, 34 пом.21
 Инструкция от СДЭКА: ул. Спорта",+7(982)6200026
SDEK_GRI2,Грязи,улица Воровского,20,,,,,"
 Адрес от СДЭКА: ул. Воровского, 20
 Инструкция от СДЭКА: Детский Мир",+7(900)9856577
SDEK_SPB413,Санкт-Петербург,Полюстровский проспект,3,,3,,,"
 Адрес от СДЭКА: Полюстровский проспект, 3, корп. 3
 Инструкция от СДЭКА: Пискарёвский проспект (Полюстровский проспект)",+7(800)7753553
SDEK_YEKB25,Екатеринбург,улица Пушкина,7Л,,,,,"
 Адрес от СДЭКА: ул. Пушкина, 7Л, 109
 Инструкция от СДЭКА: Площадь Труда",+7(343)2868237
SDEK_IVN7,Иваново,улица Куконковых,141А,,,,,"
 Адрес от СДЭКА: ул. Куконковых, 141 А
 Инструкция от СДЭКА: пр Текстильщиков",+7(901)6969976
SDEK_SVE3,рабочий посёлок Свердловский,Заречная улица,7,,,,,"
 Адрес от СДЭКА: ул. Заречная, 7, пом.1
 Инструкция от СДЭКА: Заречная улица, 3",+7(977)1419600
SDEK_OKT8,село Октябрьский,,6А,,,,,"
 Адрес от СДЭКА: Октябрьский, 6А
 Инструкция от СДЭКА: с.Октябрьский",+7(950)8119224
SDEK_MSK614,Москва,Бережковская набережная,20,,,,,"
 Адрес от СДЭКА: Бережковская набережная, 20 стр 45
 Инструкция от СДЭКА: ТЭЦ № 12",+7(800)7753553
SDEK_CHEL45,Челябинск,Свердловский проспект,62,,,,,"
 Адрес от СДЭКА: пр-т. Свердловский, 62
 Инструкция от СДЭКА: Алое Поле",+7(904)9406192
SDEK_SUKH2,посёлок городского типа Суходол,улица Суслова,23А,,,,,"
 Адрес от СДЭКА: ул.Суслова, 23а
 Инструкция от СДЭКА: Кассовый пункт «Суходол»",+7(987)9681438
SDEK_KSL2,Кисловодск,улица Горького,3,,,,,"
 Адрес от СДЭКА: ул. Горького, 1
 Инструкция от СДЭКА: Остановка Скорая помощь",+7(988)7170405
SDEK_BRB1,Барабинск,улица Карла Маркса,94,,,,,"
 Адрес от СДЭКА: ул. Карла Маркса, 94
 Инструкция от СДЭКА: Трудовой переулок",+7(913)3937703
SDEK_NCHL15,Набережные Челны,проспект Хасана Туфана,17,,,,,"
 Адрес от СДЭКА: проспект Хасана Туфана, 17
 Инструкция от СДЭКА: 6-й комплекс",+7(800)7753553
SDEK_NN37,Нижний Новгород,проспект Ленина,8,,,,,"
 Адрес от СДЭКА: пр-т. Ленина, 8
 Инструкция от СДЭКА: Метро Ленинская",+7(831)2229410
SDEK_NAT1,станица Натухаевская,Красная улица,7В,,,,,"
 Адрес от СДЭКА: ул. Красная, 7В
 Инструкция от СДЭКА: ул. Красная 25",+7(938)8663661
SDEK_RZN22,Рязань,улица Ленина,10,,,,,"
 Адрес от СДЭКА: ул. Ленина, 10
 Инструкция от СДЭКА: ТЦ Атрон-Сити, пл. Театральная",+7(953)7454205
SDEK_MSK835,Москва,проспект Маршала Жукова,14,,1,,,"
 Адрес от СДЭКА: пр-т. Маршала Жукова, 14, корп.1
 Инструкция от СДЭКА: пр-т. Маршала Жукова, 14",+7(800)7753553
SDEK_MSK637,Москва,Ясный проезд,2,,,,,"
 Адрес от СДЭКА: Проезд Ясный, 2
 Инструкция от СДЭКА: Проезд Дежнёва, 32",+7(800)7753553
SDEK_MSK2,Москва,Международная улица,15,,,,,"
 Адрес от СДЭКА: ул. Международная, 15
 Инструкция от СДЭКА: Метро Римская",+7(910)4875057
SDEK_SPB386,Санкт-Петербург,проспект Культуры,22,,1,,,"
 Адрес от СДЭКА: проспект Культуры, 22, корпус 1
 Инструкция от СДЭКА: проспект Просвещения (проспект Культуры)",+7(800)7753553
SDEK_ODN26,Одинцово,Верхне-Пролетарская улица,27,,,,,"
 Адрес от СДЭКА: ул. Верхне-Пролетарская, 27
 Инструкция от СДЭКА: Памятник В.И. Ленину",+7(800)7753553
SDEK_LYUB14,Люберцы,Некрасовский проезд,6,,,,,"
 Адрес от СДЭКА: пр-д. Некрасовский, 6, помещение 230
 Инструкция от СДЭКА: ул. Барыкина",+7(985)8742446
SDEK_KRE2,рабочий посёлок Крестцы,Лесная улица,23,,,,,"
 Адрес от СДЭКА: ул. Лесная, 23
 Инструкция от СДЭКА: -",+7(911)6474558
SDEK_SUR19,Сургут,проспект Мира,53,,,,,"
 Адрес от СДЭКА: пр-т. Мира, 53
 Инструкция от СДЭКА: Мира 53",+7(908)8881552
SDEK_MSK860,Москва,улица Гризодубовой,4,,4,,,"
 Адрес от СДЭКА: ул. Гризодубовой, 4, корпус 4
 Инструкция от СДЭКА: Парк Берёзовая роща",+7(800)7753553
SDEK_VZHS1,Волжск,улица Матюшенко,30Б,,,,,"
 Адрес от СДЭКА: ул. Матюшенко, 30б
 Инструкция от СДЭКА: Матюшенко",+7(987)7102888
SDEK_PPK3,Петропавловск-Камчатский,Ленинградская улица,100,,,,,"
 Адрес от СДЭКА: ул. Ленинградская, 100
 Инструкция от СДЭКА: Комсомольская площадь",+7(415)2215216
SDEK_SLN6,Москва,Боровское шоссе,2,,7,,,"
 Адрес от СДЭКА: Боровское шоссе, 2к7
 Инструкция от СДЭКА: Метро Говорово",+7(800)7753553
SDEK_MSK225,Москва,Вешняковская улица,12Г,,,,,"
 Адрес от СДЭКА: ул. Вешняковская, 12Г
 Инструкция от СДЭКА: Управа района Вешняки",+7(968)4387785
SDEK_KSD3,Краснодар,улица Коммунаров,122,,,,,"
 Адрес от СДЭКА: ул. Коммунаров, 122
 Инструкция от СДЭКА: Горького (ул. Коммунаров)",+7(938)4760612
SDEK_IRK24,Иркутск,улица Летописца Нита Романова,31,,,,,"
 Адрес от СДЭКА: ул. Летописца Нита Романова, 31
 Инструкция от СДЭКА: Березовая",+7(950)1268563
SDEK_NSK143,Новосибирск,13-й Бронный переулок,107,,,,,"
 Адрес от СДЭКА: БРОННЫЙ 13-Й ПЕР, 107
 Инструкция от СДЭКА: ЖК Матрёшкин Двор",+7(800)7753553
SDEK_NSK108,Новосибирск,улица Блюхера,20,,,,,"
 Адрес от СДЭКА: ул. Блюхера, 20
 Инструкция от СДЭКА: Космическая",+7(383)2093533
SDEK_MSK576,Москва,Смольная улица,49,,,,,"
 Адрес от СДЭКА: ул. Смольная, 49
 Инструкция от СДЭКА: ул. Смольная 45",+7(800)7753553
SDEK_MSK310,Москва,проспект Мира,108,,,,,"
 Адрес от СДЭКА: пр-т. Мира, 108
 Инструкция от СДЭКА: Крестовский мост",+7(495)1981044
SDEK_RND76,Ростов-на-Дону,улица Думенко,7/9,,,,,"
 Адрес от СДЭКА: ул. Думенко, 7/9
 Инструкция от СДЭКА: ул. Миронова",+7(800)7753553
SDEK_PRM5,Пермь,улица Докучаева,33А,,2,,,"
 Адрес от СДЭКА: ул. Докучаева, 33а, корп.2
 Инструкция от СДЭКА: Сельхозтехника",+7(342)2009028
SDEK_SPB297,Санкт-Петербург,Лыжный переулок,8,,1,,,"
 Адрес от СДЭКА: Лыжный пер., 8 корп. 1, пом. 5-Н
 Инструкция от СДЭКА: ул. Оптиков",+7(812)6050540
SDEK_EKB15,Екатеринбург,Сибирский тракт,12,,3,,,"
 Адрес от СДЭКА: ул. Сибирский тракт, 12, стр.3, 109/2 
 Инструкция от СДЭКА: БК Квартал, ДК Гагарина, Комсомольская (ул. Куйбышева)",+7(343)3455614
SDEK_OBN9,Обнинск,улица Гагарина,35,,,,,"
 Адрес от СДЭКА: ул. Гагарина, 35
 Инструкция от СДЭКА: Улица Гагарина",+7(800)7753553
SDEK_AST24,Астрахань,Адмиралтейская улица,35,,,,,"
 Адрес от СДЭКА: Ул.Адмиралтейская, 35
 Инструкция от СДЭКА: Площадь Октябрьская",+7(851)2266992
SDEK_KUR21,Курган,улица Ленина,38,,,,,"
 Адрес от СДЭКА: ул. Ленина, 38
 Инструкция от СДЭКА: ул. Драмтеатр",+7(919)5900140
SDEK_BER1,Берёзовский,Театральная улица,22,,,,,"
 Адрес от СДЭКА: ул. Театральная, 22,, пом. 40,51,62,63
 Инструкция от СДЭКА: Остановка автобуса Музыкальная школа",+7(966)7022881
SDEK_KSD46,Краснодар,Командорская улица,5/1,,,,,"
 Адрес от СДЭКА: ул. Командорская, 5/1
 Инструкция от СДЭКА: Переяславская",+7(960)4773077
SDEK_YARS7,Ярославль,проспект Машиностроителей,5/2,,,,,"
 Адрес от СДЭКА: Пр-т Машиностроителей, 5/2
 Инструкция от СДЭКА: Кинотеатр Аврора",+7(915)9835430
SDEK_MSK239,Москва,Варшавское шоссе,142,,1,,,"
 Адрес от СДЭКА: ул. Варшавское шоссе, 142, корп. 1
 Инструкция от СДЭКА: «Метро Пражская»",+7(926)4599084
SDEK_MSK713,Москва,Новомарьинская улица,14/15,,,,,"
 Адрес от СДЭКА: ул. Новомарьинская, 14/15
 Инструкция от СДЭКА: ул. Новомарьинская",+7(800)7753553
SDEK_KRN21,Красногорск,Октябрьская улица,5,,,,,"
 Адрес от СДЭКА: ул. Октябрьская, 5
 Инструкция от СДЭКА: Колледж",+7(800)7753553
SDEK_VDN4,Валдай,Комсомольский проспект,1А,,,,,"
 Адрес от СДЭКА: пр-т Комсомольский, 1А
 Инструкция от СДЭКА: КБО",+7(816)6629998
SDEK_TOM34,посёлок Зональная Станция,улица Виталия Грачёва,2Б,,,,,"
 Адрес от СДЭКА: ул. Виталия Грачёва, 2Б
 Инструкция от СДЭКА: ул. Виталия Грачёва",+7(800)7753553
SDEK_SAR7,Саратов,улица имени В.С. Зарубина,180/184,,2,,,"
 Адрес от СДЭКА: ул. Зарубина, 180/184 корп. 2
 Инструкция от СДЭКА: Улица Зарубина",+7(961)6467939
SDEK_CHEL58,Челябинск,улица Курчатова,4А,,,,,"
 Адрес от СДЭКА: ул. Курчатова, 4А
 Инструкция от СДЭКА: Курчатова (ул. Блюхера)",+7(963)0882652
SDEK_VSK1,Павловск,улица 40 лет Октября,1,,,,,"
 Адрес от СДЭКА: ул. 40-лет Октября, 1
 Инструкция от СДЭКА: Спутник",+7(473)6229604
SDEK_VNK1,поселение Внуковское,улица Авиаконструктора Петлякова,5,,,,,"
 Адрес от СДЭКА: ул. Авиаконструктора Петлякова, 5
 Инструкция от СДЭКА: ул. Лётчика Грицевца, 4",+7(499)3993909
SDEK_ORN6,Оренбург,улица Терешковой,263/4,,,,,"
 Адрес от СДЭКА: ул. Терешковой, 263/4
 Инструкция от СДЭКА: Хабаровская",+7(987)8789689
SDEK_KZN27,Казань,улица Кул Гали,27,,,,,"
 Адрес от СДЭКА: ул. Кул Гали, 27, пом. 1000
 Инструкция от СДЭКА: Остановка «Улица Кул Гали»",+7(843)5282872
SDEK_KSK13,Красноярск,улица Борисова,34,,,,,"
 Адрес от СДЭКА: ул. Борисова, 34, 97
 Инструкция от СДЭКА: Студгородок",+7(391)2881626
SDEK_UFA6,Уфа,улица Менделеева,114,,,,,"
 Адрес от СДЭКА: ул. Менделеева, 114а
 Инструкция от СДЭКА: Иремель",+7(347)2000935
SDEK_MSK446,Москва,Ясеневая улица,50,,,,,"
 Адрес от СДЭКА: ул. Ясеневая, 50
 Инструкция от СДЭКА: Метро Красногвардейская",+7(499)3808566
SDEK_MLN1,село Мельниково,Московская улица,21,,,,,"
 Адрес от СДЭКА: ул. Московская, 21
 Инструкция от СДЭКА: улица Ленина 6",+7(952)1838886
SDEK_BRK6,Брянск,улица 3 Интернационала,4,,,,,"
 Адрес от СДЭКА: ул. 3 Интернационала, 4
 Инструкция от СДЭКА: Почта, Остановка Бум",+7(900)3551555
SDEK_SKHD5,Химки,2-й Мичуринский тупик,5,,,,,"
 Адрес от СДЭКА: 2-й Мичуринский тупик, 1
 Инструкция от СДЭКА: Станция Сходня",+7(800)7753553
SDEK_TYUM6,Тюмень,улица Котовского,16,,,,,"
 Адрес от СДЭКА: ул. Котовского, 16
 Инструкция от СДЭКА: -",+7(982)9387969
SDEK_NSK139,Новосибирск,Большевистская улица,101,,,,,"
 Адрес от СДЭКА: ул. Большевистская, 101
 Инструкция от СДЭКА: Гостиница Обь",+7(800)7753553
SDEK_SVD2,Светлоград,Бассейная улица,66,,,,,"
 Адрес от СДЭКА: ул. Бассейная, 66
 Инструкция от СДЭКА: Д/С Ромашка",+7(938)6504910
SDEK_VPM4,Верхняя Пышма,улица Менделеева,19,,,,,"
 Адрес от СДЭКА: ул. Менделеева, 19
 Инструкция от СДЭКА: ул. Мамина-Сибиряка, Больница",+7(902)4494008
SDEK_NSK141,Новосибирск,Линейная улица,31А/1,,,,,"
 Адрес от СДЭКА: ул. Линейная, 31а/1
 Инструкция от СДЭКА: Магазин Альянс",+7(913)0032530
SDEK_IVN19,Иваново,улица Карла Маркса,3,,,,,"
 Адрес от СДЭКА: ул. Карла Маркса, 3
 Инструкция от СДЭКА: Остановка ул. Карла Маркса",+7(800)7753553
SDEK_SCH9,Сочи,Транспортная улица,74/5,,,,,"
 Адрес от СДЭКА: ул. Транспортная, 74/5
 Инструкция от СДЭКА: АВТОЦЕНТР (по требованию)",+7(862)5552755
SDEK_VRN34,Воронеж,улица 60 Армии,29А,,,,,"
 Адрес от СДЭКА: ул. 60 Армии, 29А
 Инструкция от СДЭКА: ул. 60-й Армии",+7(473)2299029
SDEK_VLG50,Волгоград,Козловская улица,46,,,,,"
 Адрес от СДЭКА: ул. Козловская, 46
 Инструкция от СДЭКА: Памятник Североморцам",+7(844)2515004
SDEK_NSK164,Новосибирск,улица Громова,22,,2,,,"
 Адрес от СДЭКА: ул. Громова, 22к2
 Инструкция от СДЭКА: ул. Громова",+7(800)7753553
SDEK_NSK126,Новосибирск,улица Писарева,102,,,,,"
 Адрес от СДЭКА: ул. Писарева, 102
 Инструкция от СДЭКА: ул. Ипподромская",+7(800)7753553
SDEK_PKR1,Покров,Первомайская улица,1,,,,,"
 Адрес от СДЭКА: ул. Первомайская, 1,помещ. 26
 Инструкция от СДЭКА: Старая Атостанция( Макдональдс)",+7(961)1134598
SDEK_ZNO1,посёлок Знамя Октября,,31,,,,,"
 Адрес от СДЭКА: Знамя Октября, дом 31, стр. 1
 Инструкция от СДЭКА: ВНИИМЖ",+7(800)7753553
SDEK_CHRP10,Череповец,Октябрьский проспект,88,,,,,"
 Адрес от СДЭКА: пр-т. Октябрьский, 88
 Инструкция от СДЭКА: ул. Монтклер",+7(800)7753553
SDEK_MSK536,Москва,улица Лобачевского,118,,5,,,"
 Адрес от СДЭКА: ул.Лобачевского, 118, корп. 5
 Инструкция от СДЭКА: Улица Лобачевского д.120",+7(499)9636023
SDEK_KRM4,село Кременкуль,улица Ленина,1А,,,,,"
 Адрес от СДЭКА: ул. Ленина, 15а
 Инструкция от СДЭКА: одна",+7(922)7072120
SDEK_ZLN7,Зеленоград,улица Панфилова,28Б,,,,,"
 Адрес от СДЭКА: Панфилова, 28б
 Инструкция от СДЭКА: Речной вокзал",+7(999)9168070
SDEK_SLYU1,Слюдянка,Магистральный переулок,7,,,,,"
 Адрес от СДЭКА: Магистральный проезд, 7
 Инструкция от СДЭКА: Мехлесхоз",+7(952)6103339
SDEK_KLD4,Калининград,улица Юрия Гагарина,13,,,,,"
 Адрес от СДЭКА: ул. Юрия Гагарина, 13, пом. 9
 Инструкция от СДЭКА: ул.Ю.Гагарина",+7(401)2375382
SDEK_NCHK4,Новочеркасск,улица Просвещения,104,,,,,"
 Адрес от СДЭКА: ул. Просвещения, 104
 Инструкция от СДЭКА: Дом быта",+7(951)8266200
SDEK_DRB1,Дербент,улица Курбанова,14,,,,,"
 Адрес от СДЭКА: ул. Курбанова, 14
 Инструкция от СДЭКА: Управление МЧС",+7(928)8069919
SDEK_PRZH15,Кудрово,Областная улица,9,,1,,,"
 Адрес от СДЭКА: ул. Областная, 9, корп. 1
 Инструкция от СДЭКА: Гипермаркет Лента (проспект Строителей)",+7(800)7753553
SDEK_SMF1,Симферополь,улица Желябова,44А,,,,,"
 Адрес от СДЭКА: ул. Желябова, 44а
 Инструкция от СДЭКА: гостиница Спортивная",+7(978)7601407
SDEK_UVR1,рабочий посёлок Уваровка,Привокзальная площадь,15,,,,,"
 Адрес от СДЭКА: ул. Привокзальная, 15
 Инструкция от СДЭКА: Станция Уваровка",+7(800)7753553
SDEK_TAL7,Талдом,площадь К. Маркса,5А,,,,,"
 Адрес от СДЭКА: пл. Карла Маркса, 5а
 Инструкция от СДЭКА: Типография",+7(929)9668750
SDEK_YEKB34,Екатеринбург,улица Хомякова,20,,,,,"
 Адрес от СДЭКА: ул. Хомякова, 20
 Инструкция от СДЭКА: Остановка Крылова",+7(982)6946963
SDEK_SPB550,Санкт-Петербург,проспект Ветеранов,122,,,,,"
 Адрес от СДЭКА: пр-т Ветеранов, 122
 Инструкция от СДЭКА: ул. Партизана Германа",+7(812)9870795
SDEK_MSK104,Москва,улица Коцюбинского,9,,2,,,"
 Адрес от СДЭКА: ул. Коцюбинского, 9 кор. 2
 Инструкция от СДЭКА: улица Екатерины Будановой",+7(495)5081988
SDEK_SPB501,Санкт-Петербург,Светлановский проспект,115,,1,,,"
 Адрес от СДЭКА: Светлановский проспект, 115к1
 Инструкция от СДЭКА: Тимуровская (Светлановский проспект)",+7(800)7753553
SDEK_KSD110,Краснодар,улица им. Котлярова Н.С.,20,,,,,"
 Адрес от СДЭКА: ул. Котлярова, 20
 Инструкция от СДЭКА: ул. Котлярова Н.С.",+7(967)6646092
SDEK_KRV21,Киров,улица Карла Маркса,132,,,,,"
 Адрес от СДЭКА: ул. Карла Маркса, 132
 Инструкция от СДЭКА: ул. Пролетарская",+7(800)7753553
SDEK_ANP5,Анапа,улица Крылова,23,,1,,,"
 Адрес от СДЭКА: ул. Крылова, 23/1
 Инструкция от СДЭКА: ул. Крылова",+7(861)2051014
SDEK_AST31,Астрахань,улица Николая Островского,51,,,,,"
 Адрес от СДЭКА: ул. Николая Островского, 51
 Инструкция от СДЭКА: Жилгородок",+7(927)5819368
SDEK_NCHL23,Набережные Челны,улица Раскольникова,79А,,,,,"
 Адрес от СДЭКА: ул. Раскольникова, 79а
 Инструкция от СДЭКА: Майдан",+7(855)2919050
SDEK_KZN61,Казань,улица Восстания,16,,,,,"
 Адрес от СДЭКА: ул. Восстания, 16
 Инструкция от СДЭКА: Солнышко",+7(962)5729131
SDEK_NSK146,Новосибирск,улица Бориса Богаткова,228/1,,,,,"
 Адрес от СДЭКА: УЛ. БОРИСА БОГАТКОВА, 228/1
 Инструкция от СДЭКА: ул. Стофато",+7(800)7753553
SDEK_BLK6,Белогорск,улица Ленина,50,,,,,"
 Адрес от СДЭКА: ул. Ленина, 50
 Инструкция от СДЭКА: Рынок",+7(416)4129009
SDEK_KEM22,Кемерово,проспект Шахтёров,43,,,,,"
 Адрес от СДЭКА: Пр-т Шахтеров, 43
 Инструкция от СДЭКА: ТУРР",+7(962)7347999
SDEK_SPB487,Санкт-Петербург,Новоизмайловский проспект,22,,2,,,"
 Адрес от СДЭКА: пр-т. Новоизмайловский, 22, корп. 2
 Инструкция от СДЭКА: пр-т. Новоизмайловский, 45",+7(800)7753553
SDEK_KST34,Кострома,Магистральная улица,59,,,,,"
 Адрес от СДЭКА: ул. Магистральная, 59, оф. 160
 Инструкция от СДЭКА: Паново, Радиозаводская",+7(920)3844622
SDEK_SPB188,Санкт-Петербург,Бухарестская улица,23,,1,,,"
 Адрес от СДЭКА: Бухарестская ул, 23
 Инструкция от СДЭКА: Международная",+7(800)7753553
SDEK_KHAB12,Хабаровск,Волочаевская улица,15,,,,,"
 Адрес от СДЭКА: ул. Волочаевская, 15
 Инструкция от СДЭКА: «19 школа», «Индустриально-экономический колледж»",+7(421)2929249
SDEK_SPB394,Санкт-Петербург,Октябрьская набережная,90,,5,,,"
 Адрес от СДЭКА: Октябрьская набережная, 90, корпус 5
 Инструкция от СДЭКА: Октябрьская набережная д.94",+7(800)7753553
SDEK_MSK294,Москва,Новокузнецкая улица,9,,,,,"
 Адрес от СДЭКА: ул. Новокузнецкая, 9, стр.1
 Инструкция от СДЭКА: м. Третьяковская",+7(499)7141588
SDEK_URYU2,Урюпинск,улица Кривошлыкова,3,,,,,"
 Адрес от СДЭКА: ул. Кривошлыкова, 3
 Инструкция от СДЭКА: Детский мир",+7(905)3999612
SDEK_RND3,Ростов-на-Дону,Лермонтовская улица,102,,,,,"
 Адрес от СДЭКА: ул. Лермонтовская, 102, 5
 Инструкция от СДЭКА: Лермонтовская улица; Ворошиловский проспект",+7(863)2904353
SDEK_DMD10,Домодедово,улица Курыжова,14,,,,,"
 Адрес от СДЭКА: ул. Курыжова, 14
 Инструкция от СДЭКА: Новое Домодедово",+7(499)3945583
SDEK_NSK44,Новосибирск,улица Кутателадзе,4,,,,,"
 Адрес от СДЭКА: ул. Кутателадзе, 4
 Инструкция от СДЭКА: ТЦ Эдем",+7(383)3802313
SDEK_NSK172,Новосибирск,6-й переулок Танкистов,12,,,,,"
 Адрес от СДЭКА: 6-й переулок Танкистов, 12
 Инструкция от СДЭКА: ЖК Радуга",+7(800)7753553
SDEK_BRG1,Борисоглебск,Юбилейная улица,96,,,,,"
 Адрес от СДЭКА: ул. Юбилейная, 96
 Инструкция от СДЭКА: Рынок",+7(473)5464939
SDEK_OMS30,Омск,Омская улица,136/2,,,,,"
 Адрес от СДЭКА: ул. Омская, 136 корп. 2
 Инструкция от СДЭКА: 16-ая линия на улице Омской",+7(999)3261662
SDEK_NCHK2,Новочеркасск,Баклановский проспект,172,,,,,"
 Адрес от СДЭКА: Баклановский пр-т, 172
 Инструкция от СДЭКА: Сармат",+7(951)5220873
SDEK_YLA8,Йошкар-Ола,Красноармейская улица,115,,,,,"
 Адрес от СДЭКА: ул. Красноармейская, 115, 3
 Инструкция от СДЭКА: Гомзовское кольцо, 6-ой микрорайон",+7(937)1170595
SDEK_MSK47,Москва,Новослободская улица,31,,,,,"
 Адрес от СДЭКА: ул. Новослободская, 31, стр.4
 Инструкция от СДЭКА: Новослободская",+7(495)2253191
SDEK_SUR5,Сургут,проспект Ленина,35,,,,,"
 Адрес от СДЭКА: пр-т Ленина, 35
 Инструкция от СДЭКА: Горагентство",+7(346)2442131
SDEK_SPB116,Санкт-Петербург,Московский проспект,161,,,,,"
 Адрес от СДЭКА: Московский пр-т, д. 161, пом. 7Н
 Инструкция от СДЭКА: Парк Победы",+7(812)9933488
SDEK_NZHK3,Нижнекамск,проспект Шинников,3,,,,,"
 Адрес от СДЭКА: пр-т Шинников, 3
 Инструкция от СДЭКА: Интеркамабанк",+7(855)5406460
SDEK_MSK355,Москва,Нижняя Сыромятническая улица,10,,,,,"
 Адрес от СДЭКА: Н.Сыромятническая, 10 с.4
 Инструкция от СДЭКА: 4-й Сыромятнический переулок",+7(951)0598878
SDEK_SHCHEB13,Щербинка,Спортивная улица,7,,,,,"
 Адрес от СДЭКА: ул. Спортивная, 7
 Инструкция от СДЭКА: ул. Театральная",+7(800)7753553
SDEK_VIN1,рабочий посёлок Винзили,Октябрьский переулок,2,,,,,"
 Адрес от СДЭКА: пер. Октябрьский, 2/2
 Инструкция от СДЭКА: Администрация поселка",+7(922)0438364
SDEK_NSK96,Новосибирск,улица Серафимовича,8,,,,,"
 Адрес от СДЭКА: ул. Серафимовича, 8
 Инструкция от СДЭКА: Телецентр",+7(983)3229901
SDEK_NN88,Нижний Новгород,улица имени Генерала И.Д. Ивлиева,30,,1,,,"
 Адрес от СДЭКА: ул. Генерала Ивлиева, 30, корп. 1
 Инструкция от СДЭКА: Детская поликлиника",+7(831)2199088
SDEK_VBR2,Выборг,проспект Ленина,6,,,,,"
 Адрес от СДЭКА: проспект Ленина, 6
 Инструкция от СДЭКА: Парк",+7(965)0248656
SDEK_KKS4,Каспийск,улица Абдулманапова,143А,,,,,"
 Адрес от СДЭКА: ул. Абдулманапова, 143а
 Инструкция от СДЭКА: Почта",+7(928)8019919
SDEK_KPV2,посёлок городского типа Красная Поляна,улица Защитников Кавказа,118,,,,,"
 Адрес от СДЭКА: ул. Защитников Кавказа, 116А
 Инструкция от СДЭКА: Турбаза ""Горный Воздух""",+7(938)4631373
SDEK_SPB357,Санкт-Петербург,улица Карпинского,38,,1,,,"
 Адрес от СДЭКА: ул. Карпинского, 38, корп. 1
 Инструкция от СДЭКА: Карпинского, 38",+7(800)7753553
SDEK_PRM39,Пермь,улица Макаренко,30,,,,,"
 Адрес от СДЭКА: ул. Макаренко, 30
 Инструкция от СДЭКА: Остановка “ул. Макаренко”",+7(342)2616581
SDEK_PRM23,Пермь,Советская улица,3,,,,,"
 Адрес от СДЭКА: ул. Советская, 3, офис 2
 Инструкция от СДЭКА: Пермь 1, у л. Максима Горького, ТЦ Разгуляй",+7(342)2580348
SDEK_OKG1,рабочий посёлок Октябрьский,микрорайон Восточный,1,,,,,"
 Адрес от СДЭКА: ул. Микрорайон Восточный, 1, пом 36
 Инструкция от СДЭКА: Красное знамя",+7(495)0235793
SDEK_SPB331,Санкт-Петербург,проспект Непокорённых,47А,,,,,"
 Адрес от СДЭКА: пр-т. Непокоренных, 47А
 Инструкция от СДЭКА: Непокоренных 47А",+7(931)0007008
SDEK_SMF21,Симферополь,улица Воровского,22,,,,,"
 Адрес от СДЭКА: ул. Воровского, 22
 Инструкция от СДЭКА: Жилой комплекс Прима",+7(978)1416847
SDEK_KEM26,Кемь,Пролетарский проспект,53,,,,,"
 Адрес от СДЭКА: пр-т. Пролетарский, 53
 Инструкция от СДЭКА: пр-т. Пролетарский",+7(921)6231501
SDEK_SOYE2,поселение Сосенское,улица Александры Монаховой,95,,1,,,"
 Адрес от СДЭКА: ул. Александры Монаховой, 88, корпус 1
 Инструкция от СДЭКА: ЖК Бунинский",+7(800)7753553
SDEK_NOG1,посёлок Новосергиевка,Пролетарская улица,58,,,,,"
 Адрес от СДЭКА: ул. Пролетарская, 58
 Инструкция от СДЭКА: Пролетарская",+7(922)8839906
SDEK_OMS49,Омск,Волочаевская улица,11/1,,,,,"
 Адрес от СДЭКА: ул. Волочаевская, 11/1
 Инструкция от СДЭКА: Ост. Рабиновича",+7(381)2936355
SDEK_SUR29,Сургут,улица Мелик-Карамова,4,,,,,"
 Адрес от СДЭКА: ул. Мелик-Карамова, 4/4
 Инструкция от СДЭКА: Преображенский Храм",+7(922)4400304
SDEK_NN41,Нижний Новгород,проспект Ленина,67,,1,,,"
 Адрес от СДЭКА: пр-т Ленина, 67/1
 Инструкция от СДЭКА: Адмирала Нахимова,  Двигатель Революции",+7(905)0108910
SDEK_AST40,Астрахань,улица Савушкина,12А,,,,,"
 Адрес от СДЭКА: ул. Савушкина, 12А
 Инструкция от СДЭКА: Школа имени Пушкина",+7(851)2266992
SDEK_ARKH7,село Архипо-Осиповка,улица Ленина,70А,,,,,"
 Адрес от СДЭКА: ул. Ленина, б/н
 Инструкция от СДЭКА: ул. Ленина б/н",+7(993)9999928
SDEK_TOM39,Томск,Красноармейская улица,122,,,,,"
 Адрес от СДЭКА: ул. Красноармейская, 122
 Инструкция от СДЭКА: Дворец Спорта",+7(800)7753553
SDEK_ULN23,Ульяновск,улица Крымова,63/1,,,,,"
 Адрес от СДЭКА: ул. Крымова, 63/1
 Инструкция от СДЭКА: Проходная завода «Утёс»",+7(842)2777606
